Feature ID	Test stat.	pval	pval_fdr	pval_bon
676495	0.43546793339	0.0	0.0	0.0
688461	0.417506159088	0.0	0.0	0.0
322927	0.315037971722	0.0	0.0	0.0
818170	0.450273956724	0.0	0.0	0.0
248002	0.435502622343	0.0	0.0	0.0
1049387	0.291687217369	0.0	0.0	0.0
225930	0.396101679565	0.0	0.0	0.0
825011	0.412704709868	0.0	0.0	0.0
244202	0.392665038734	0.0	0.0	0.0
818803	0.399121481778	0.0	0.0	0.0
590747	0.527222294603	0.0	0.0	0.0
359433	0.271337525255	0.0	0.0	0.0
1111657	0.36102610184	0.0	0.0	0.0
812600	0.432759962004	0.0	0.0	0.0
558862	0.392921384669	0.0	0.0	0.0
576671	0.366226538507	0.0	0.0	0.0
238848	0.450610173124	0.0	0.0	0.0
815931	0.392921384669	0.0	0.0	0.0
633828	0.397465668232	0.0	0.0	0.0
509247	0.46418644078	0.0	0.0	0.0
173252	0.366022371236	0.0	0.0	0.0
130382	0.35675484966	0.0	0.0	0.0
772277	0.530308017848	0.0	0.0	0.0
549259	0.37107480378	0.0	0.0	0.0
817817	0.350409471307	0.0	0.0	0.0
794540	0.399899091475	0.0	0.0	0.0
209613	0.513401842504	0.0	0.0	0.0
899137	0.436323792497	0.0	0.0	0.0
530833	-0.430033923418	0.0	0.0	0.0
241049	0.279510715177	0.0	0.0	0.0
217548	0.367303963452	0.0	0.0	0.0
211287	0.556820044733	0.0	0.0	0.0
244639	0.324755654178	0.0	0.0	0.0
1132508	0.405688881883	0.01	0.994180254435	1.0
587824	0.326334767986	0.01	0.994180254435	1.0
873669	0.227396181638	0.01	0.994180254435	1.0
245860	0.383064058966	0.01	0.994180254435	1.0
529888	0.45540332683	0.01	0.994180254435	1.0
628318	0.342568215366	0.01	0.994180254435	1.0
868209	0.428199973351	0.01	0.994180254435	1.0
186887	0.457918459797	0.01	0.994180254435	1.0
4425802	0.315037971722	0.01	0.994180254435	1.0
207151	0.474162296466	0.01	0.994180254435	1.0
216224	0.348359275357	0.01	0.994180254435	1.0
750016	-0.445688161423	0.01	0.994180254435	1.0
1006647	-0.364557365585	0.01	0.994180254435	1.0
808092	0.330283274418	0.01	0.994180254435	1.0
130295	-0.433287949122	0.01	0.994180254435	1.0
252937	0.325648290522	0.01	0.994180254435	1.0
776643	0.382220911231	0.01	0.994180254435	1.0
278639	0.447557329954	0.01	0.994180254435	1.0
4353222	0.361768851072	0.01	0.994180254435	1.0
1721731	0.458431276697	0.01	0.994180254435	1.0
210865	0.4342840099	0.01	0.994180254435	1.0
2307310	0.382736385145	0.01	0.994180254435	1.0
573054	0.364862224101	0.01	0.994180254435	1.0
566646	-0.459647720858	0.01	0.994180254435	1.0
253680	0.399570788771	0.01	0.994180254435	1.0
348824	0.389464912791	0.01	0.994180254435	1.0
1105138	0.372105815585	0.01	0.994180254435	1.0
610433	-0.428963005015	0.01	0.994180254435	1.0
4435517	0.349582603848	0.01	0.994180254435	1.0
927380	0.472987026184	0.01	0.994180254435	1.0
4349578	0.337479195567	0.01	0.994180254435	1.0
362406	0.430902367152	0.01	0.994180254435	1.0
735771	0.345816840129	0.01	0.994180254435	1.0
246829	0.402823981946	0.01	0.994180254435	1.0
4341344	0.353655046176	0.01	0.994180254435	1.0
222507	-0.435902749302	0.01	0.994180254435	1.0
240064	0.434218073584	0.01	0.994180254435	1.0
256205	-0.367455994339	0.01	0.994180254435	1.0
3691870	0.420258619371	0.01	0.994180254435	1.0
593827	0.388519180038	0.01	0.994180254435	1.0
1129515	0.309118545315	0.01	0.994180254435	1.0
509440	-0.382986451294	0.01	0.994180254435	1.0
259155	0.296629391015	0.01	0.994180254435	1.0
144253	0.35103474893	0.01	0.994180254435	1.0
565318	0.392921384669	0.01	0.994180254435	1.0
4423681	0.269226403413	0.01	0.994180254435	1.0
4398283	0.403624317091	0.01	0.994180254435	1.0
1554351	0.343099228486	0.01	0.994180254435	1.0
538153	0.319631897435	0.01	0.994180254435	1.0
4380346	0.322906774172	0.01	0.994180254435	1.0
254634	0.42257248067	0.01	0.994180254435	1.0
244582	0.36841306615	0.01	0.994180254435	1.0
153570	0.396525491221	0.01	0.994180254435	1.0
3498470	0.38772905314	0.01	0.994180254435	1.0
89632	-0.434802384035	0.01	0.994180254435	1.0
141140	0.408021783966	0.01	0.994180254435	1.0
737690	0.368184064622	0.01	0.994180254435	1.0
627700	-0.401070640584	0.01	0.994180254435	1.0
269075	0.306996645825	0.01	0.994180254435	1.0
512873	0.415672062573	0.02	0.994180254435	1.0
541155	0.315338528149	0.02	0.994180254435	1.0
564638	0.368225877024	0.02	0.994180254435	1.0
113232	0.397953631158	0.02	0.994180254435	1.0
204198	0.27660952452	0.02	0.994180254435	1.0
256823	0.351864239335	0.02	0.994180254435	1.0
256589	0.433322321013	0.02	0.994180254435	1.0
2853356	0.345362774073	0.02	0.994180254435	1.0
2281137	0.339171946286	0.02	0.994180254435	1.0
320622	0.27763570946	0.02	0.994180254435	1.0
321578	0.378809821234	0.02	0.994180254435	1.0
764463	0.371743483553	0.02	0.994180254435	1.0
264455	0.315037971722	0.02	0.994180254435	1.0
1107167	0.297809549035	0.02	0.994180254435	1.0
309065	0.312483489945	0.02	0.994180254435	1.0
223030	0.29443342788	0.02	0.994180254435	1.0
680509	-0.311541143995	0.02	0.994180254435	1.0
3518313	0.382343224424	0.02	0.994180254435	1.0
542614	0.376542396829	0.02	0.994180254435	1.0
251412	0.315037971722	0.02	0.994180254435	1.0
4418696	0.383926316231	0.02	0.994180254435	1.0
978958	-0.362101573549	0.02	0.994180254435	1.0
12290	-0.430112222796	0.02	0.994180254435	1.0
3237752	0.450970548601	0.02	0.994180254435	1.0
252906	0.444925685582	0.02	0.994180254435	1.0
727807	-0.332024041377	0.02	0.994180254435	1.0
811403	0.345301480081	0.02	0.994180254435	1.0
4334615	0.34481533961	0.02	0.994180254435	1.0
534498	-0.403159549077	0.02	0.994180254435	1.0
61307	0.381068539246	0.02	0.994180254435	1.0
255363	0.30049799206	0.02	0.994180254435	1.0
239215	0.369296180517	0.02	0.994180254435	1.0
583242	0.287530045934	0.02	0.994180254435	1.0
551480	-0.406673962995	0.02	0.994180254435	1.0
4093084	0.375229317552	0.02	0.994180254435	1.0
248104	0.354287601934	0.02	0.994180254435	1.0
513834	-0.381466163865	0.02	0.994180254435	1.0
225788	0.410174462997	0.03	0.994180254435	1.0
539862	0.247486469908	0.03	0.994180254435	1.0
582668	0.308789377979	0.03	0.994180254435	1.0
538512	0.3620246949	0.03	0.994180254435	1.0
589449	0.3745020773	0.03	0.994180254435	1.0
577244	0.367811114458	0.03	0.994180254435	1.0
810473	0.355405807072	0.03	0.994180254435	1.0
551166	0.336248704927	0.03	0.994180254435	1.0
4396926	0.264358763644	0.03	0.994180254435	1.0
334113	0.377358652702	0.03	0.994180254435	1.0
560353	0.332574696578	0.03	0.994180254435	1.0
335380	0.402321238412	0.03	0.994180254435	1.0
806959	-0.332745397786	0.03	0.994180254435	1.0
4308332	0.384247453299	0.03	0.994180254435	1.0
345978	0.358087618364	0.03	0.994180254435	1.0
929382	-0.328955379055	0.03	0.994180254435	1.0
4480007	0.315037971722	0.03	0.994180254435	1.0
91890	0.36581442382	0.03	0.994180254435	1.0
243365	0.315037971722	0.03	0.994180254435	1.0
528421	0.305885385735	0.03	0.994180254435	1.0
1120366	0.385763854553	0.03	0.994180254435	1.0
584392	0.309704550167	0.03	0.994180254435	1.0
794280	0.343392045083	0.03	0.994180254435	1.0
590926	0.415329617729	0.03	0.994180254435	1.0
4398233	0.412081030768	0.03	0.994180254435	1.0
555635	0.384778576816	0.03	0.994180254435	1.0
775409	0.399724806486	0.03	0.994180254435	1.0
534600	0.366173348639	0.03	0.994180254435	1.0
227017	-0.340202399547	0.03	0.994180254435	1.0
820686	0.362289384308	0.03	0.994180254435	1.0
222300	0.329761946856	0.03	0.994180254435	1.0
141239	0.294000457703	0.03	0.994180254435	1.0
248935	0.302168773531	0.03	0.994180254435	1.0
343031	0.315037971722	0.03	0.994180254435	1.0
1106748	0.348513577698	0.03	0.994180254435	1.0
215492	0.406449421458	0.03	0.994180254435	1.0
741778	0.303683215696	0.03	0.994180254435	1.0
4438018	0.339296443088	0.03	0.994180254435	1.0
494339	-0.255378991535	0.03	0.994180254435	1.0
206961	0.377449810266	0.03	0.994180254435	1.0
739084	0.332052208594	0.03	0.994180254435	1.0
4452861	0.238552368799	0.03	0.994180254435	1.0
1009340	-0.351864371942	0.03	0.994180254435	1.0
578362	0.297270995152	0.03	0.994180254435	1.0
317092	0.30849667865	0.03	0.994180254435	1.0
712016	0.40269502425	0.03	0.994180254435	1.0
1012195	-0.363533020743	0.03	0.994180254435	1.0
141294	0.334587875294	0.03	0.994180254435	1.0
253761	0.368184064622	0.03	0.994180254435	1.0
74664	-0.394849404259	0.03	0.994180254435	1.0
877666	0.315037971722	0.03	0.994180254435	1.0
589827	0.358989116905	0.03	0.994180254435	1.0
254402	0.279979551654	0.03	0.994180254435	1.0
570486	0.351106966601	0.04	0.994180254435	1.0
512897	0.226811172347	0.04	0.994180254435	1.0
1123510	-0.350957322317	0.04	0.994180254435	1.0
2032399	-0.294231660143	0.04	0.994180254435	1.0
795349	0.443976162652	0.04	0.994180254435	1.0
739956	-0.353745473852	0.04	0.994180254435	1.0
815724	-0.367671165978	0.04	0.994180254435	1.0
4348040	-0.361380634211	0.04	0.994180254435	1.0
1107346	0.370199284148	0.04	0.994180254435	1.0
4304011	-0.329024269532	0.04	0.994180254435	1.0
584055	-0.302566940006	0.04	0.994180254435	1.0
721637	0.328239801269	0.04	0.994180254435	1.0
4420495	0.259293543714	0.04	0.994180254435	1.0
2041719	-0.282446399926	0.04	0.994180254435	1.0
1104941	0.315037971722	0.04	0.994180254435	1.0
761300	0.363335353063	0.04	0.994180254435	1.0
284813	0.350272354821	0.04	0.994180254435	1.0
825103	0.231836115453	0.04	0.994180254435	1.0
4318356	-0.351868798535	0.04	0.994180254435	1.0
4447720	0.367322280589	0.04	0.994180254435	1.0
876717	-0.25859702034	0.04	0.994180254435	1.0
135762	-0.342105849201	0.04	0.994180254435	1.0
223000	0.315037971722	0.04	0.994180254435	1.0
156350	0.368769861891	0.04	0.994180254435	1.0
823809	0.314719418971	0.04	0.994180254435	1.0
4316443	0.319213236656	0.04	0.994180254435	1.0
324366	0.334032877105	0.04	0.994180254435	1.0
4381529	0.315037971722	0.04	0.994180254435	1.0
289530	0.336441416626	0.04	0.994180254435	1.0
821788	-0.38763100846	0.04	0.994180254435	1.0
307453	0.302168773531	0.04	0.994180254435	1.0
1758966	-0.320871529677	0.04	0.994180254435	1.0
676787	0.354434397611	0.04	0.994180254435	1.0
149674	0.297809549035	0.04	0.994180254435	1.0
98554	0.297809549035	0.04	0.994180254435	1.0
992405	0.27145035849	0.04	0.994180254435	1.0
4308752	0.270082493901	0.04	0.994180254435	1.0
4315090	0.387222894819	0.04	0.994180254435	1.0
229483	0.365132022908	0.04	0.994180254435	1.0
4418275	0.34420884648	0.04	0.994180254435	1.0
369734	0.374990511962	0.04	0.994180254435	1.0
217880	-0.357954128746	0.05	0.994180254435	1.0
672776	0.369362022368	0.05	0.994180254435	1.0
4462876	0.369362022368	0.05	0.994180254435	1.0
591563	0.403728350813	0.05	0.994180254435	1.0
279567	0.371928924487	0.05	0.994180254435	1.0
1131272	-0.324928655737	0.05	0.994180254435	1.0
256272	0.308297417209	0.05	0.994180254435	1.0
4407334	0.356982838687	0.05	0.994180254435	1.0
537808	0.317197683234	0.05	0.994180254435	1.0
1111883	0.402852489165	0.05	0.994180254435	1.0
1118355	0.315037971722	0.05	0.994180254435	1.0
517876	-0.376391311448	0.05	0.994180254435	1.0
2041722	-0.334791935677	0.05	0.994180254435	1.0
1052451	-0.294079563239	0.05	0.994180254435	1.0
4372310	0.315037971722	0.05	0.994180254435	1.0
255255	0.30488968972	0.05	0.994180254435	1.0
3387402	0.394040286627	0.05	0.994180254435	1.0
962448	-0.285701328778	0.05	0.994180254435	1.0
763545	0.365652200058	0.05	0.994180254435	1.0
204817	0.252324693137	0.05	0.994180254435	1.0
2869498	0.279787135463	0.05	0.994180254435	1.0
1138005	0.34902842352	0.05	0.994180254435	1.0
747439	-0.291158521666	0.05	0.994180254435	1.0
4420131	0.388432837547	0.05	0.994180254435	1.0
687940	0.315037971722	0.05	0.994180254435	1.0
153856	-0.295882252109	0.05	0.994180254435	1.0
4480118	0.315037971722	0.05	0.994180254435	1.0
680824	-0.349066914397	0.05	0.994180254435	1.0
209202	0.364453674161	0.05	0.994180254435	1.0
821468	0.271312568393	0.05	0.994180254435	1.0
3004650	0.337951730205	0.05	0.994180254435	1.0
446403	0.315037971722	0.05	0.994180254435	1.0
240574	0.259293543714	0.05	0.994180254435	1.0
586031	0.325567023439	0.05	0.994180254435	1.0
4299531	0.345623766545	0.05	0.994180254435	1.0
579451	0.287974068412	0.05	0.994180254435	1.0
973307	-0.351439570374	0.05	0.994180254435	1.0
312295	0.298585009677	0.05	0.994180254435	1.0
578659	0.39019762636	0.05	0.994180254435	1.0
4380621	0.315037971722	0.05	0.994180254435	1.0
136268	0.297809549035	0.05	0.994180254435	1.0
722908	-0.292178029896	0.05	0.994180254435	1.0
564881	0.326999863422	0.05	0.994180254435	1.0
55354	0.389729205222	0.05	0.994180254435	1.0
511571	0.337614301248	0.06	0.994180254435	1.0
837512	0.297809549035	0.06	0.994180254435	1.0
688327	0.377041531757	0.06	0.994180254435	1.0
654712	0.32282563963	0.06	0.994180254435	1.0
253754	-0.388621828073	0.06	0.994180254435	1.0
809836	0.279787135463	0.06	0.994180254435	1.0
673266	0.321874436878	0.06	0.994180254435	1.0
4456936	0.273363822193	0.06	0.994180254435	1.0
153948	-0.312812545088	0.06	0.994180254435	1.0
564301	0.271109049861	0.06	0.994180254435	1.0
810987	0.360382795769	0.06	0.994180254435	1.0
806564	0.301151741416	0.06	0.994180254435	1.0
1068363	-0.29963932704	0.06	0.994180254435	1.0
710863	0.298375099619	0.06	0.994180254435	1.0
52208	0.317458154838	0.06	0.994180254435	1.0
237257	0.335852769697	0.06	0.994180254435	1.0
663932	0.302172908778	0.06	0.994180254435	1.0
4275185	0.333021729575	0.06	0.994180254435	1.0
866480	-0.388544775058	0.06	0.994180254435	1.0
244820	-0.284384214343	0.06	0.994180254435	1.0
247730	0.344927120638	0.06	0.994180254435	1.0
246461	0.324129446518	0.06	0.994180254435	1.0
512867	0.320936097745	0.06	0.994180254435	1.0
873114	-0.307076324251	0.06	0.994180254435	1.0
741312	0.368975927162	0.06	0.994180254435	1.0
99510	0.21889100821	0.06	0.994180254435	1.0
1105513	0.297809549035	0.06	0.994180254435	1.0
574527	0.297809549035	0.06	0.994180254435	1.0
1126251	-0.252158952004	0.06	0.994180254435	1.0
128177	0.358622376693	0.06	0.994180254435	1.0
346085	0.315037971722	0.06	0.994180254435	1.0
4463100	0.315037971722	0.06	0.994180254435	1.0
513531	0.282197322227	0.06	0.994180254435	1.0
580844	0.320357548206	0.06	0.994180254435	1.0
888238	0.350000696273	0.06	0.994180254435	1.0
892591	0.296631782491	0.06	0.994180254435	1.0
225187	0.389610867796	0.06	0.994180254435	1.0
2856	0.345623766545	0.06	0.994180254435	1.0
4044060	-0.328894781555	0.06	0.994180254435	1.0
252274	0.361866312001	0.06	0.994180254435	1.0
350943	0.339626475571	0.06	0.994180254435	1.0
112876	-0.309349271343	0.06	0.994180254435	1.0
755348	0.327100845203	0.06	0.994180254435	1.0
749904	-0.296097731636	0.06	0.994180254435	1.0
279129	0.248594147515	0.06	0.994180254435	1.0
