# Constructed from biom file
#OTU ID	515rcbc12	515rcbc17	515rcbc34	515rcbc33	515rcbc21	515rcbc31	515rcbc20	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc9	515rcbc30	515rcbc28	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13100249276e-06	2.91779974557e-05	0.0	0.0	0.0	0.0	6.13248623257e-06	0.0	0.0	9.84445757039e-05	8.87963254466e-05	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26	7.14764095684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03197044437e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.52909997139e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	0.0	0.0	0.0	1.95736851377e-05	0.0	0.000878514056225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67807759431e-05	0.0	0.0	0.0010562435079	0.0	0.0	0.0	0.0	2.45299449303e-05	0.0	0.0	0.00617739712542	7.26515390018e-05	2.90883704695e-05
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	0.00160393063071	0.0368283896681	0.04367103377	0.0179980034841	0.01484430568	0.00785956325301	0.0213815789474	0.0260268017465	0.069515089861	0.0164272525754	0.0217362731246	0.0602662218365	0.0340614999304	0.0326972319742	0.0113207157747	0.0190232036473	0.0224862397637	0.0319166215485	0.00657432179479	0.0286002731061	0.0193803568822	0.0490304415616	0.0645168576548	0.0455120214512	0.0314351244281	0.028314603025	0.01600863387	0.00676806457964	0.00537621388613	0.00517772994357
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	2.64462715403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70709258257e-05	0.0	0.0	1.39026950374e-05	3.02750488185e-05	1.50581999428e-05	0.0	0.0	0.0	5.62100908355e-06	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales	7.14764095684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54125732278e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales	7.14764095684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27600760633e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	1.3580517818e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	2.85905638274e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63551728413e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000361396798627	0.0	0.0	0.0	5.62100908355e-06	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99469411366e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.27036997997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
