Feature ID	Test stat.	pval	pval_fdr	pval_bon
k__Bacteria;p__Gemmatimonadetes	0.40477678781	0.03	0.843181818182	1.0
k__Bacteria;p__OP3	0.354314665828	0.05	0.843181818182	1.0
k__Bacteria;p__SBR1093	0.37459184788	0.05	0.843181818182	1.0
k__Bacteria;p__Chlorobi	-0.323114878731	0.07	0.843181818182	1.0
k__Bacteria;p__OD1	0.338751743376	0.09	0.843181818182	1.0
k__Bacteria;p__NC10	0.319679889826	0.13	0.843181818182	1.0
k__Bacteria;p__NKB19	-0.294937584004	0.13	0.843181818182	1.0
k__Bacteria;p__Firmicutes	0.266225624595	0.14	0.843181818182	1.0
k__Bacteria;p__SR1	-0.243743963439	0.16	0.843181818182	1.0
k__Bacteria;p__[Thermi]	-0.257954514924	0.17	0.843181818182	1.0
k__Bacteria;p__OP11	0.248962896967	0.18	0.843181818182	1.0
k__Bacteria;p__PAUC34f	0.255798277622	0.2	0.843181818182	1.0
k__Bacteria;p__Bacteroidetes	-0.245445915962	0.24	0.843181818182	1.0
k__Bacteria;p__Armatimonadetes	0.22762324214	0.26	0.843181818182	1.0
k__Bacteria;p__WS2	-0.19653907587	0.28	0.843181818182	1.0
k__Bacteria;p__Acidobacteria	0.202300705469	0.31	0.843181818182	1.0
k__Archaea;p__Euryarchaeota	-0.17327153701	0.32	0.843181818182	1.0
k__Bacteria;p__AC1	-0.134683933764	0.34	0.843181818182	1.0
k__Bacteria;p__GOUTA4	-0.134683933764	0.34	0.843181818182	1.0
k__Bacteria;p__WS1	-0.149886809621	0.34	0.843181818182	1.0
k__Bacteria;p__Actinobacteria	-0.177165544816	0.35	0.843181818182	1.0
k__Bacteria;p__Spirochaetes	-0.185817765336	0.35	0.843181818182	1.0
k__Bacteria;p__BHI80-139	0.164239449331	0.38	0.8692	1.0
k__Bacteria;p__WS4	-0.123253257257	0.4	0.8692	1.0
k__Bacteria;p__Nitrospirae	0.186615057178	0.41	0.8692	1.0
k__Bacteria;p__Cyanobacteria	-0.149239636202	0.45	0.906578947368	1.0
k__Archaea;p__[Parvarchaeota]	-0.131840112444	0.47	0.906578947368	1.0
k__Bacteria;p__GN02	-0.117182586184	0.51	0.906578947368	1.0
k__Bacteria;p__GN04	0.147290581823	0.52	0.906578947368	1.0
k__Bacteria;p__Lentisphaerae	-0.0411534242056	0.52	0.906578947368	1.0
k__Bacteria;p__OP8	-0.0411534242056	0.54	0.906578947368	1.0
k__Bacteria;p__Elusimicrobia	0.0946496816132	0.57	0.906578947368	1.0
k__Bacteria;p__Tenericutes	-0.0789719212724	0.58	0.906578947368	1.0
k__Bacteria;p__	-0.0795209790315	0.63	0.906578947368	1.0
k__Bacteria;p__MVP-21	-0.0666335556444	0.64	0.906578947368	1.0
k__Bacteria;p__TM7	0.0974685498787	0.64	0.906578947368	1.0
k__Bacteria;p__Fibrobacteres	-0.0673456049329	0.65	0.906578947368	1.0
k__Bacteria;p__Kazan-3B-28	-0.0411534242056	0.65	0.906578947368	1.0
k__Bacteria;p__FCPU426	0.0482725920706	0.69	0.9275	1.0
k__Bacteria;p__FBP	0.0512250019627	0.7	0.9275	1.0
k__Bacteria;p__Chlamydiae	-0.0595934858864	0.73	0.93380952381	1.0
k__Bacteria;p__AD3	-0.0415301746638	0.74	0.93380952381	1.0
k__Archaea;p__Crenarchaeota	0.059129634183	0.78	0.939545454545	1.0
k__Bacteria;p__WS3	-0.0486527617241	0.78	0.939545454545	1.0
k__Bacteria;p__GAL15	0.0479355638443	0.81	0.954	1.0
k__Bacteria;p__TM6	0.030506587591	0.87	0.99	1.0
k__Bacteria;p__Proteobacteria	-0.0340704670157	0.9	0.99	1.0
k__Bacteria;p__WPS-2	0.0196168568619	0.92	0.99	1.0
k__Bacteria;p__BRC1	0.00880565346999	0.95	0.99	1.0
k__Bacteria;p__Fusobacteria	-0.00884052873518	0.95	0.99	1.0
k__Bacteria;p__Verrucomicrobia	0.000693204626319	0.98	0.99	1.0
k__Bacteria;p__Chloroflexi	-0.0069507609094	0.99	0.99	1.0
k__Bacteria;p__Planctomycetes	0.00208081969381	0.99	0.99	1.0
